,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEOID_Data,Aldi 46,Aldi 48,Aldi Inc 40,Aldi Inc 41,Aldi Inc 42,Aldi Inc 43,Aldi Inc 75,Bakers Supermarket 300,Bakers Supermarket 301,Bakers Supermarket 302,Bakers Supermarket 311,Bakers Supermarket 315,Bakers Supermarket 316,Bakers Supermarket 318,Bakers Supermarket 319,Bakers Supermarket 320,Bakers Supermarket 321,Benson Farmers Market Inc,Family Fare 774,Family Fare 776,Family Fare 779,Family Fare 780,Family Fare 784,Family Fare 785,Family Fare 788,Family Fare 795,Family Fare 797,Family Fare 799,Family Fare 800,Family Fare 811,Fareway Stores Inc 043,Fareway Stores Inc 049,Fareway Stores Inc 132,Fresh Thyme Farmers Market 903GHK,Fresh Thyme Farmers Market 904LAK,Fresh Thyme Farmers Market 905MIL,Huffman Produce,Hy-Vee 11 1478,Hy-Vee Food Store 1465,Hy-Vee Food Store 1466,Hy-Vee Food Store 1467,Hy-Vee Food Store 1469,Hy-Vee Food Store 1470,Hy-Vee Food Store 1471,Hy-Vee Food Store 1472,Hy-Vee Food Store 1474,Hy-Vee Food Store 1514,Hy-Vee Food Store 1535,Mary's Fruit & Vegetables,Nelson Produce,Omaha Farmers Market,Target 0532,Target Stores T- 0530,Target Stores T- 1537,Target Stores T- 1777,Target Stores T- 2010,Target Stores T- 2125,Target Stores T- 2326,Target Stores T- 2383,Trader Joe's 719,Vitamin Cottage Natural Food Market 1,Vitamin Cottage Natural Food Market 2,Walmart Neighborhood Market 3152,Walmart Neighborhood Market 3153,Walmart Neighborhood Market 3154,Walmart Neighborhood Market 3172,Walmart Neighborhood Market 3173,Walmart Neighborhood Market 4138,Walmart NEIGHBORHOOD MARKET 4139,Walmart SC 1637,Walmart SC 1671,Walmart SC 2847,Walmart SC 3267,Walmart SC 4358,Walmart SC 4600,Walmart SC 5141,Walmart SC 5361,Walmart SuperCenter 3151,Whole Foods Market,Wohlners Midtown Grocery And Deli LLC,Min Distance
383,910,31,55,7449,2,3.11E+11,Block Group 2,G5030,S,1670442,0,41.241229,-96.1898979,0.059257165,0.000179429,15000US310550074492,3.452751328,8.651114237,13.99467173,12.1672446,3.56601695,12.8250619,7.890103373,13.43774276,9.487574777,4.60993583,8.580214046,5.062656642,13.40806674,15.41217599,10.57999094,0.42871928,2.350568598,10.83516161,6.123055825,10.66026733,10.37915836,7.699227659,2.60385958,6.424561331,15.95587287,13.42740605,10.99162943,8.866709273,12.62335499,2.517536437,3.606670771,9.607794075,7.78540483,4.089361795,0.426146345,3.610247293,13.41491511,0.600723957,10.22273004,3.734144089,7.153547722,7.224927277,8.045944427,4.047800878,2.448459198,3.679880633,11.2171586,7.021342422,13.32230028,5.027647144,13.4984033,9.26817891,5.222512137,13.44153881,0.524600147,10.17106047,8.676247426,3.482779517,4.600716793,6.068759604,0.596048491,8.107232149,7.650874573,3.457020627,15.43067889,10.4744212,8.089826869,5.10433753,10.97044156,8.212440131,9.863949382,14.44053302,0.694570184,8.61607476,6.985550989,3.557438641,4.415131175,11.05925176,6.381284318,11.95142957,0.426146345
384,911,31,55,7450,1,3.11E+11,Block Group 1,G5030,S,828815,7584,41.244644,-96.1692664,0.045679598,8.98E-05,15000US310550074501,3.298122394,7.564887522,13.12552831,11.15192198,2.549317465,11.73687387,6.826847453,12.6628985,8.419150349,3.587945443,7.569640783,4.170012221,12.34528108,14.53620701,9.497683004,1.089322801,1.482645009,9.752365101,5.269933019,9.741546994,9.341042998,6.62190889,1.657492706,5.381278772,15.10934279,12.36608509,9.896762991,8.100952171,11.56962293,3.591743438,3.85784603,8.80656178,6.714380987,3.399293167,1.252671686,2.609977923,12.63610972,1.258829724,9.154260366,3.383115798,6.194702684,6.17965091,6.949572275,2.98987295,2.975609106,3.110654579,10.58676393,6.131417679,12.25965437,4.144520832,12.41437452,8.558214314,4.321352768,12.66578063,1.471966203,9.1469316,7.582441883,3.259661466,3.783635681,4.983544771,1.3814089,7.012614894,6.56939852,3.626655254,14.69042831,9.476828732,7.370402765,4.199473629,9.877522427,7.246073215,9.057068193,13.56845321,1.681874058,7.541865216,7.097810447,3.333739349,3.62528516,9.977606321,5.284530869,10.86176567,1.089322801
385,912,31,55,6604,5,3.11E+11,Block Group 5,G5030,S,564611,8826,41.2651616,-96.0314177,0.045222318,6.16E-05,15000US310550066045,8.131250299,0.988663114,8.619858461,5.17999097,5.101650602,4.657151466,2.072536736,9.183885557,2.338703108,4.234564773,3.303037443,4.957990202,5.705944132,9.767314983,2.537403225,8.302675555,6.450805159,2.927449611,4.826141102,5.460919249,3.375562904,1.691664329,6.06856533,2.966610918,10.56933988,5.749840703,2.626518447,6.215984584,4.95549262,10.84258917,9.353550239,6.228557421,1.867320999,6.265016061,8.47795519,5.12567204,9.124400529,8.432302884,2.58693743,7.419570315,3.928239276,2.37193046,0.349770201,4.572567088,9.40108315,6.784293281,8.902158683,4.453473385,5.459635791,4.87035866,5.287495394,6.948637892,4.846728624,9.177483949,8.707640513,3.787087336,0.520353267,7.92408518,5.398701921,2.459918898,8.559699416,0.438222316,1.565691409,9.017887004,11.2009644,4.176765089,6.312348075,4.861522322,2.646894804,3.931710387,6.310631472,8.96527543,8.916142785,1.479778674,10.95564729,7.940654871,5.594659089,3.15758234,2.012107864,3.674949263,0.349770201
386,913,31,55,6701,1,3.11E+11,Block Group 1,G5030,S,2336276,14281,41.252951,-96.029602,0.070266689,0.000252537,15000US310550067011,8.447396428,0.304393025,7.863574578,4.570335518,4.920745507,5.099512719,2.859790339,8.365566054,3.162253632,3.963271798,4.134283981,5.415603108,6.301059782,9.049704925,2.243517509,8.230463451,6.585372326,3.564626907,4.201122697,4.639620852,2.695539652,2.438905769,5.915014438,3.526912623,9.836310868,6.350406487,2.699555839,5.389185821,4.531461246,10.75205564,8.992644588,5.38308057,2.636349452,6.641957471,8.405533877,4.923897951,8.307108324,8.462429985,2.063618286,7.015816061,4.636591637,1.710942185,0.833521087,4.758625997,9.155016408,7.124783991,8.056403944,3.728192483,5.122428701,4.405167556,5.145838746,6.119353085,5.322778054,8.359534355,8.634560158,4.619772139,0.531803384,8.246259594,4.96072509,2.293743749,8.471619155,0.56066898,2.294712111,8.659414786,10.39702669,3.412728594,5.523354795,5.320393955,2.636928144,4.732866335,5.462947065,8.222114384,8.839030828,0.654009408,10.37824608,8.269855731,5.170944178,3.783841133,2.15096205,3.592193117,0.304393025
387,914,31,55,6701,2,3.11E+11,Block Group 2,G5030,S,1512182,0,41.2568148,-96.0466185,0.061957049,0.000162467,15000US310550067012,7.525015056,1.226358902,8.604829153,5.45028505,4.154310572,5.633287665,2.350133025,8.977528336,3.11590413,3.263542989,3.706243487,4.522740475,6.665247165,9.834965126,3.149871868,7.405527304,5.680278069,3.883565982,3.9312839,5.268769826,3.553236927,1.883160344,5.133009041,2.706328059,10.60218162,6.707383047,3.479535015,5.612308908,5.453552855,9.939339543,8.377335822,5.737572465,2.103905836,5.726197008,7.580930368,4.172173582,8.922488666,7.591827285,2.982664908,6.442971912,3.932585289,1.582095718,0.646511471,3.841170394,8.441986963,6.204235146,8.394761327,3.661130612,6.043155503,3.904546473,6.029226531,6.348244686,4.437055765,8.972671833,7.810578097,4.499294422,1.161294478,7.324136857,4.426696174,1.500832791,7.655381587,0.602079175,1.723400444,8.041742775,11.04180611,4.177697101,5.600983906,4.42839097,3.455728406,4.191090807,5.854178554,8.979883525,8.01738963,1.451187375,10.01403711,7.348067673,4.620576489,4.115867459,1.229645937,4.449356578,0.602079175
388,915,31,55,6701,3,3.11E+11,Block Group 3,G5030,S,1288018,0,41.2560021,-96.057317,0.047788582,0.000138382,15000US310550067013,7.019327318,1.75775716,8.919185401,5.897056473,3.617102159,6.131016705,2.396355795,9.194314726,3.414945257,2.75904827,3.758463165,4.101224744,7.09899355,10.1821358,3.694937221,6.850267083,5.132469893,4.322221567,3.655308159,5.521190544,3.989784799,1.927071627,4.588817865,2.420305014,10.93152227,7.138101846,4.035538413,5.601590579,5.966154382,9.385511982,7.888478552,5.806662558,2.148724003,5.250967947,7.025678513,3.640145497,9.14191937,7.034089984,3.489946914,5.978104214,3.749931578,1.543580452,1.137177986,3.307520413,7.915587382,5.711334287,8.431806454,3.513965105,6.57302179,3.496129918,6.58344986,6.332571808,4.028512434,9.190312476,7.255367541,4.726903254,1.718529379,6.821001561,3.993823188,0.977618197,7.101468037,1.152335899,1.769928499,7.5525441,11.27601461,4.536667335,5.502214335,4.008968011,4.013779815,4.146153799,5.945055616,9.306319064,7.46249126,1.90430764,9.638994265,6.847380634,4.177408534,4.556369033,0.722062994,5.006744421,0.722062994
389,916,31,55,6703,1,3.11E+11,Block Group 1,G5030,S,1688375,9007,41.2567569,-96.0854443,0.054813875,0.000182366,15000US310550067031,5.649564647,3.212794921,9.982879037,7.225976248,2.37027745,7.393030607,2.884249939,10.050993,4.309871965,1.78496949,4.074847378,3.035405862,8.191258854,11.30287674,5.153736499,5.443354194,3.676048504,5.472679604,3.49035847,6.511534834,5.32274036,2.518318167,3.272569846,2.031496404,12.01197854,8.222392303,5.471014129,6.019638141,7.390123779,7.984632948,6.790565123,6.403435785,2.686488202,3.980420842,5.618436463,2.42562868,10.00491216,5.581851125,4.916396906,5.007334044,3.453239116,2.371268386,2.518726875,1.890522446,6.659731503,4.384162123,8.887757143,3.731585768,8.016789026,2.885828398,8.044031393,6.711750237,3.009601111,10.04888916,5.847969507,5.390547457,3.166148253,5.458595462,3.239782505,0.838143841,5.704184349,2.591862849,2.410902692,6.457096021,12.15210156,5.74106495,5.704744501,2.955065402,5.462092377,4.184674711,6.586331945,10.39123757,6.057102966,3.300812804,8.923798121,5.491039971,3.368152196,5.70534561,0.860141825,6.463310565,0.838143841
390,917,31,55,6703,3,3.11E+11,Block Group 3,G5030,S,767243,3322,41.2519521,-96.0964848,0.038632714,8.28E-05,15000US310550067033,5.296377229,3.769287244,10.20250196,7.633037166,1.716087123,8.053047003,3.49987972,10.15588351,4.959546475,1.271301466,4.632233801,3.03841089,8.850085253,11.55080459,5.710599456,4.8051913,3.175596741,6.134778511,3.246938998,6.718958461,5.747316766,3.155951103,2.610602423,2.479236744,12.23282083,8.880694139,6.086376965,5.955888907,7.882334326,7.344448113,6.147438125,6.416131356,3.313844113,3.765769235,4.98053806,1.778101756,10.11341158,4.990037244,5.422596908,4.401548054,3.846077246,2.659335611,3.150359046,1.559122213,5.997874411,4.09916218,8.804178862,3.649524164,8.534358797,2.470707388,8.618318377,6.618179201,3.049272621,10.15479222,5.210262202,6.002695349,3.770724887,5.116522103,2.743126426,1.218836019,5.061466401,3.20189344,3.055817286,5.815115935,12.25680076,6.078242143,5.549939824,2.971752143,6.065791019,4.666641312,6.617309941,10.62134679,5.418431778,3.798472378,8.37357973,5.156065762,2.844145062,6.367384138,1.514776682,7.053776062,1.218836019
391,918,31,55,6704,1,3.11E+11,Block Group 1,G5030,S,838173,99304,41.253938,-96.0770625,0.061714235,0.00010072,15000US310550067041,6.126152327,2.764237415,9.531406383,6.749354237,2.629730116,7.091600087,2.824558542,9.635161638,4.140052241,1.879406511,4.096589571,3.456986207,7.964828084,10.84410401,4.707023439,5.818329743,4.134712883,5.21475099,3.297959622,6.066863809,4.846265045,2.411734952,3.580536983,2.226643276,11.55919511,7.999276059,5.069530968,5.689566155,6.922005153,8.355509084,6.988663382,6.033377522,2.603875451,4.44718469,5.993733055,2.665939208,9.587813982,6.002882026,4.450525401,5.140331189,3.659155841,1.920731811,2.143302979,2.366498282,6.938439859,4.858128106,8.558676255,3.431243798,7.555454332,2.842001201,7.608093914,6.394743974,3.419238675,9.632689957,6.223458856,5.310979978,2.753290297,5.935022402,3.262034481,0.410785449,6.071647127,2.185207905,2.283479909,6.653252033,11.73454028,5.269540837,5.428587195,3.37307623,5.048397494,4.297003823,6.207230712,9.936948457,6.431036082,2.831386151,8.963326494,5.967270471,3.416015115,5.448945499,0.603275002,6.038341901,0.410785449
392,919,31,55,6704,2,3.11E+11,Block Group 2,G5030,S,1307288,0,41.2550752,-96.0672979,0.049360888,0.00014045,15000US310550067042,6.559613897,2.264044807,9.224952307,6.324641165,3.117580538,6.609803204,2.562341369,9.412214048,3.75700511,2.303382836,3.890981596,3.748314069,7.526062487,10.514608,4.205701513,6.330230402,4.625078258,4.761241001,3.448412745,5.786469198,4.416685938,2.115925957,4.080358351,2.258544435,11.24690394,7.562658832,4.556739891,5.630287316,6.448275091,8.86660088,7.434133809,5.907198982,2.325392398,4.829589679,6.505640324,3.146572863,9.362344124,6.513150174,3.972738603,5.551873041,3.660211002,1.672869264,1.638476784,2.821429917,7.423368722,5.26838023,8.488142692,3.44163671,7.069184282,3.146827136,7.101024794,6.350861531,3.691227289,9.408992242,6.735354064,4.996786007,2.240418261,6.364415329,3.6117917,0.545257814,6.582607841,1.672584223,1.971806318,7.09824546,11.50505608,4.898301393,5.448570551,3.659330604,4.535785266,4.183256716,6.064325786,9.621951684,6.94273763,2.364227773,9.295933147,6.393504167,3.782498961,4.995749492,0.409662931,5.527561463,0.409662931
393,920,31,55,7450,2,3.11E+11,Block Group 2,G5030,S,481490,3946,41.2364996,-96.1673242,0.036642545,5.21E-05,15000US310550074502,3.868514937,7.524036732,12.79165783,10.95998153,2.374751107,11.84688363,7.020080115,12.26894664,8.595235027,3.415084943,7.842703211,4.57158596,12.52569713,14.20762976,9.439206504,0.994887712,1.96208325,9.885925089,4.919731247,9.446132857,9.18409801,6.781881682,1.393995021,5.619679865,14.76012747,12.54946926,9.900193716,7.698835504,11.43899974,3.518038343,3.323207622,8.425695823,6.890481984,3.905032598,1.168696182,2.409780545,12.24436804,1.596052017,9.057142257,2.827535782,6.528688391,6.03871939,6.978945395,3.231030733,2.537455848,3.650586833,10.12367421,5.810454461,12.14676823,3.815927374,12.35901421,8.127780203,4.715508796,12.27234061,1.396480297,9.397412546,7.581429228,3.830960425,3.404694823,4.947048671,1.234044795,7.019805018,6.717048522,3.079456632,14.27884619,9.26240268,6.943084608,4.592310867,9.865972973,7.567996687,8.679848472,13.23682282,1.599588627,7.461805305,6.532642289,3.905027899,3.227870219,10.11446174,5.335010374,10.83091185,0.994887712
394,921,31,55,7450,3,3.11E+11,Block Group 3,G5030,S,678779,24,41.2366561,-96.1734687,0.051106222,7.29E-05,15000US310550074503,3.797930997,7.838435286,13.08688972,11.27742675,2.693940665,12.13792437,7.286648588,12.54495453,8.867900588,3.734256748,8.080896614,4.74216576,12.79821415,14.50396097,9.755450166,0.677882396,2.072789296,10.17078173,5.21482637,9.7509518,9.503099904,7.058242419,1.712080876,5.86968497,15.0507258,12.82109216,10.21008139,7.973764881,11.75821134,3.210645939,3.281740732,8.708147366,7.162231675,3.992136605,0.852582907,2.728795597,12.5212378,1.339212747,9.375569879,2.985412605,6.7385482,6.357925809,7.284179605,3.475647002,2.384775268,3.694561297,10.36631206,6.111800667,12.46578852,4.118098063,12.67530332,8.389788653,4.890795049,12.5485465,1.081445858,9.645214706,7.891325449,3.777749406,3.69439057,5.259985194,0.92845695,7.328385484,6.996769789,3.0622532,14.54702438,9.578378533,7.207613653,4.768267179,10.17773018,7.784356788,8.963424403,13.53254749,1.286833547,7.779219434,6.559018422,3.852693821,3.511874879,10.3985439,5.635594898,11.14491441,0.677882396
395,922,31,55,7451,3,3.11E+11,Block Group 3,G5030,S,248066,2035,41.2335903,-96.1641443,0.032447746,2.69E-05,15000US310550074513,4.103294466,7.392734259,12.55850255,10.76975188,2.214402758,11.77439041,6.991910861,12.02207519,8.556246825,3.245611301,7.852216855,4.658558409,12.48496195,13.97556033,9.298577429,1.166212895,2.113776606,9.825731882,4.686425497,9.224415141,9.007109852,6.738620244,1.217863731,5.617009797,14.52285345,12.51011878,9.783840126,7.451257497,11.26983257,3.641251335,3.168120817,8.182431437,6.854501179,4.059924546,1.333443234,2.238677097,11.99795016,1.847645266,8.90210193,2.576611251,6.572519835,5.871679804,6.877448245,3.243288222,2.474637514,3.8332562,9.865952914,5.584146837,11.98364817,3.59089055,12.21742867,7.874814718,4.797715474,12.02557251,1.554171571,9.393413284,7.466170044,4.059494722,3.166402891,4.823834452,1.371268532,6.908941429,6.668246571,2.909833434,14.02838587,9.065741481,6.690937253,4.674243433,9.743554863,7.60339164,8.437321184,13.0041492,1.74785646,7.315220288,6.329812986,4.133096207,2.985204431,10.05553012,5.246925334,10.69993445,1.166212895
396,923,31,55,7451,4,3.11E+11,Block Group 4,G5030,S,348984,0,41.2299328,-96.1623555,0.030133821,3.75E-05,15000US310550074514,4.371230091,7.349671003,12.37228075,10.64891038,2.154659941,11.79453651,7.062112526,11.81037234,8.613741827,3.164911722,7.958076904,4.836872464,12.53816167,13.79094263,9.242477022,1.310465515,2.345915938,9.860163342,4.504083446,9.058005797,8.905114534,6.793881538,1.158243404,5.71446445,14.32912273,12.56472751,9.756201695,7.239121972,11.17683539,3.70147931,2.954751097,7.978880405,6.917020502,4.288751972,1.465862053,2.163927011,11.78718679,2.078945307,8.828495782,2.308030913,6.711289431,5.786152109,6.869755393,3.362647092,2.350394248,4.079173173,9.626871549,5.412806182,11.89810471,3.425322624,12.15853924,7.65007803,4.971916601,11.8140832,1.673773953,9.485019762,7.441926339,4.325873847,2.977810326,4.795151363,1.47414343,6.890506554,6.717903646,2.685357903,13.80870232,8.936795283,6.468612104,4.848472399,9.708873791,7.733439097,8.235122772,12.81866848,1.853521755,7.253653991,6.078071748,4.399326063,2.788236988,10.09113234,5.257345857,10.65453959,1.158243404
397,924,31,55,7451,5,3.11E+11,Block Group 5,G5030,S,1457004,18982,41.2239936,-96.1521902,0.058470715,0.000158502,15000US310550074515,4.921075707,6.937561722,11.726896,10.08819715,1.785236671,11.50625345,6.91023899,11.14654996,8.422641125,2.713561869,7.893933974,5.004738128,12.32598198,13.1467744,8.798506006,1.950686746,2.73640126,9.609453938,3.868279789,8.43511736,8.377627709,6.606511208,0.909737512,5.643121284,13.67689603,12.35591053,9.368380487,6.575627865,10.66150857,4.214661126,2.809910201,7.320445427,6.746814491,4.633066365,2.094702472,1.759098258,11.12383673,2.746601221,8.35202625,1.74847035,6.745274013,5.297817183,6.535114718,3.38746723,2.524418434,4.494880111,8.960445834,4.788211254,11.39499576,2.815696218,11.70414519,6.982057575,5.125609809,11.15036579,2.287864262,9.377001366,7.068675639,4.858121163,2.339917476,4.430338005,2.077434945,6.532305191,6.51731071,2.500831876,13.1416641,8.365531841,5.801179065,5.00364246,9.306640226,7.736783603,7.57756788,12.17387924,2.450675537,6.804864258,5.701725238,4.929823945,2.141624278,9.842520358,4.975562324,10.22873628,0.909737512
398,925,31,55,7452,1,3.11E+11,Block Group 1,G5030,S,915304,0,41.2078355,-96.1873555,0.048322876,9.83E-05,15000US310550074521,5.74832226,9.020573468,13.10684363,11.90026379,3.922754713,13.64344551,9.024058976,12.28799299,10.55251593,4.802957377,9.954533239,6.802113438,14.46236065,14.5253657,10.84188764,1.916758393,4.182625456,11.74956951,5.498248686,10.01390696,10.28731803,8.733832049,3.019951388,7.707106744,14.970561,14.49163857,11.46337987,7.814292273,12.58296735,2.667073888,1.314938626,8.623355438,8.868186959,6.10871456,1.883696306,3.889207041,12.27593775,2.90283586,10.35438528,2.307604388,8.713059972,7.307560923,8.664007401,5.365860725,0.391236326,5.799275104,9.77389575,6.440858049,13.33768466,4.627222951,13.72490345,8.059023286,6.943317688,12.29411512,1.860542984,11.46924383,9.178769011,5.763729206,4.068410344,6.553619737,1.718374092,8.651688526,8.648475816,1.232983555,14.1654487,10.16046349,6.954321589,6.819904622,11.39035657,9.736806783,8.886536661,13.55505467,1.827574242,8.852390621,4.707353554,5.838951193,3.841060995,11.98258369,7.115635587,12.28775467,0.391236326
399,926,31,55,7453,1,3.11E+11,Block Group 1,G5030,S,1407521,379033,41.2148535,-96.1680518,0.065650545,0.000191828,15000US310550074531,5.328629229,7.913872653,12.28194187,10.88944271,2.81237366,12.53132173,7.945471512,11.56957261,9.46035462,3.692395949,8.912874356,5.9022714,13.36291047,13.70382293,9.746735573,1.721069383,3.422127753,10.64288425,4.532960083,9.094629829,9.237167839,7.644040569,1.937631092,6.661840893,14.18834088,13.39303164,10.35449071,7.030918529,11.53074157,3.462656896,1.874788557,7.816919126,7.783552027,5.367457057,1.793293338,2.776444367,11.55255673,2.721649452,9.271929596,1.629600636,7.726055425,6.219633888,7.550444832,4.36429161,1.503165324,5.139931776,9.19919606,5.47522952,12.27812331,3.589279579,12.63806081,7.349996911,6.033496783,11.57464668,1.904804489,10.40690647,8.066669613,5.304497652,3.048819896,5.440022514,1.692479693,7.538409243,7.555033658,1.603294102,13.50702875,9.153646439,6.201364001,5.910273414,10.28412662,8.732208282,8.078873817,12.73053605,1.99396564,7.75494525,5.040006305,5.379210459,2.825989578,10.87617743,6.007271897,11.18847279,1.503165324
400,927,31,55,7453,2,3.11E+11,Block Group 2,G5030,S,579694,0,41.2082247,-96.1714984,0.037279873,6.22E-05,15000US310550074532,5.757650994,8.240450467,12.31939424,11.07614929,3.215344651,12.91296538,8.384566026,11.53927439,9.885089484,4.039593425,9.373605292,6.392788312,13.77617902,13.73950619,10.04432006,2.042587033,3.906294805,11.04362925,4.675409516,9.199861534,9.467391345,8.072794392,2.389733089,7.122600971,14.1985003,13.80756504,10.6870642,7.037060392,11.76314359,3.414982663,1.383386565,7.839225353,8.217427133,5.852448833,2.081127821,3.167751981,11.52520837,3.065200414,9.546948529,1.535671128,8.204906181,6.505647216,7.921082053,4.842801911,1.20267604,5.614618761,9.086866536,5.618379069,12.51965216,3.807448018,12.91946381,7.310038923,6.52342701,11.54497566,2.148456544,10.85603129,8.415265562,5.742430401,3.246319588,5.808035833,1.952069846,7.89728452,7.979659575,1.117497226,13.44329221,9.336339586,6.186615119,6.400255817,10.60798925,9.206172034,8.102248281,12.76789513,2.195120448,8.058287334,4.593925201,5.817469561,3.018698605,11.2774629,6.407608154,11.49428441,1.117497226
401,928,31,55,6803,1,3.11E+11,Block Group 1,G5030,S,978718,9955,41.2458438,-96.0933716,0.045498289,0.000106204,15000US310550068031,5.657509696,3.632915013,9.81492661,7.344772988,1.621512732,8.102276607,3.737311624,9.732878582,5.127936982,0.926499794,4.93181928,3.489664067,8.974969648,11.17305099,5.558610799,4.883925527,3.457936804,6.228737284,2.799332204,6.332094631,5.477987356,3.35852158,2.590846051,2.842859776,11.84404447,9.008693702,6.013498132,5.507613016,7.657788525,7.408042294,5.980982869,5.977222607,3.534142285,4.184370622,5.058989535,1.652856752,9.691329829,5.156311813,5.220544403,4.161690159,4.23824613,2.340349455,3.131863013,1.966200748,5.928382946,4.494227792,8.353675881,3.201842268,8.331290567,2.066134676,8.477186401,6.167595637,3.500905935,9.732037785,5.288025625,6.24262597,3.696745404,5.483611356,2.387789691,1.053907827,5.126055902,3.144247736,3.243260853,5.645994453,11.83264732,5.752993252,5.098379853,3.423311394,5.973865765,5.018807098,6.181399021,10.23735665,5.492651527,3.60297457,8.06550393,5.526253019,2.510987925,6.462862007,1.60015118,6.938513539,0.926499794
402,929,31,55,6803,2,3.11E+11,Block Group 2,G5030,S,1058349,0,41.2379518,-96.0930476,0.046188493,0.000113676,15000US310550068032,5.989005922,3.720181883,9.479485736,7.184690097,1.489820198,8.364261977,4.190164591,9.3229661,5.517066682,0.524651169,5.422206625,4.00204548,9.310593439,10.85422318,5.601449343,4.852178578,3.700815958,6.543506548,2.266410274,6.006359514,5.357778393,3.788790002,2.489391503,3.373641566,11.50379192,9.347243168,6.1502696,5.025568432,7.590111704,7.339024807,5.655161816,5.529914856,3.976041031,4.614975075,5.024975618,1.478533003,9.283638178,5.229817586,5.19973633,3.769503389,4.777473024,2.195654598,3.365732475,2.400014709,5.711372431,4.883876512,7.856317182,2.72897164,8.290695139,1.531863266,8.517758451,5.670922824,4.021102672,9.322718976,5.250851595,6.686384637,3.857986742,5.824891383,1.894047781,1.258923385,5.074502553,3.335336889,3.66321053,5.319198459,11.41829861,5.541716869,4.582938896,3.939198853,6.088250292,5.540054911,5.742802759,9.908133052,5.449255836,3.613249076,7.593080005,5.872044152,2.038432087,6.778003613,1.983908569,7.018420249,0.524651169
403,930,31,55,6805,1,3.11E+11,Block Group 1,G5030,S,689571,14549,41.2438685,-96.0694573,0.043708096,7.56E-05,15000US310550068051,6.791913745,2.432363374,8.770614986,6.123834673,2.763910277,7.116386339,3.336989749,8.841005532,4.458464416,1.805710326,4.671832675,4.245834579,8.134246169,10.09771189,4.33278712,6.100848867,4.677805322,5.353820816,2.669195153,5.296225148,4.242848703,2.883816999,3.761634996,2.975741926,10.8004348,8.174617932,4.859194889,4.908919623,6.409098414,8.607981238,6.895575006,5.236289745,3.09709505,5.181464644,6.275122211,2.763228273,8.794207224,6.403652612,3.973591515,4.958449879,4.398314803,1.167308488,2.127549027,3.030121856,6.999527223,5.561504358,7.775854338,2.680407944,7.083106745,2.448153892,7.252516748,5.620713142,4.212968577,8.838690803,6.502980038,5.743813784,2.572675558,6.607826837,2.952407842,0.389344737,6.333555313,2.066119733,2.735354858,6.560215582,10.94126402,4.575609167,4.687011495,4.163543636,4.798202679,4.95925653,5.408456595,9.181210382,6.704824364,2.360617786,8.591186139,6.644641197,3.141214777,5.587297514,1.163534585,5.736123982,0.389344737
404,931,31,55,6805,2,3.11E+11,Block Group 2,G5030,S,1120646,660,41.2424059,-96.0563599,0.045103394,0.000120446,15000US310550068052,7.440613406,1.812330209,8.204568518,5.451064119,3.417748635,6.630483686,3.328637121,8.369335624,4.22931874,2.422285598,4.693113002,4.76787708,7.740358601,9.509647876,3.672009907,6.77046629,5.358703515,4.963255523,2.81533847,4.752655444,3.562514334,2.857295257,4.417535778,3.279885853,10.23032741,7.784838012,4.259906542,4.665000389,5.72174856,9.267294238,7.42495171,4.893517312,3.080108561,5.784425358,6.944209593,3.407708155,8.319502567,7.088902261,3.290577909,5.452757492,4.653629614,0.633131242,1.740910258,3.674456766,7.600535091,6.188557377,7.503199783,2.586973738,6.397907909,2.857474401,6.588970769,5.394753544,4.718383449,8.366121352,7.171308203,5.596202951,2.0353858,7.253025974,3.403709146,0.985143296,6.998526982,1.605040583,2.698403091,7.091509796,10.46244619,3.935663171,4.565799281,4.680924131,4.181121707,5.084770263,5.041795871,8.606772665,7.371647434,1.686340437,8.919828814,7.28754309,3.610162913,5.193039298,1.442460904,5.09317595,0.633131242
405,932,31,55,6805,3,3.11E+11,Block Group 3,G5030,S,903398,0,41.2448853,-96.0466358,0.044516683,9.70E-05,15000US310550068053,7.82276579,1.28012581,7.977539664,5.052793273,3.942222185,6.131923354,3.168100371,8.252479331,3.89041841,2.953821185,4.52760896,5.016417406,7.283158345,9.249953287,3.147955528,7.287145201,5.805548461,4.516779433,3.222439514,4.574365314,3.148020345,2.698524788,4.941612256,3.364830143,9.992989796,7.329669937,3.728578905,4.78915165,5.249052443,9.790492255,7.949326008,4.929018221,2.920635974,6.111497898,7.461301801,3.935172525,8.199560433,7.582963607,2.795774347,5.970837991,4.671134661,0.77632242,1.357403777,4.06516544,8.133582772,6.543690052,7.579392857,2.867615459,5.908283551,3.361953079,6.067087521,5.524985616,4.951454654,8.248308239,7.688974578,5.299095423,1.533898745,7.630316333,3.915984672,1.414536376,7.518435338,1.169286778,2.53813028,7.616426537,10.33161111,3.618986112,4.784890194,4.925802581,3.648136066,4.99350244,5.053224163,8.367575425,7.890382082,1.175804454,9.374764083,7.66139262,4.125940101,4.743365839,1.622543845,4.562492704,0.77632242
